wave,control_id,control_name,target_id,repository_name,decision,rationale,decision_owner,decision_source
2D,EMS-CTRL-042,IaC Security Scanning,REPO-001,bluto,APPLICABLE,Repository content contains evidence relevant to this control: implementation/README.md; .github/workflows/wp002-ci.yml; docs/01-foundation-governance/adrs/ADR-0011-PROPOSED-DEPENDENCY-VULNERABILITY-SCANNING.md; implementation/decisions/TECHNOLOGY-SELECTION-SUMMARY.md; implementation/plan/MASTER-IMPLEMENTATION-PLAN.md,Engineering Management,HUMAN_REPOSITORY_EVIDENCE_REVIEW
2D,EMS-CTRL-042,IaC Security Scanning,REPO-002,fiskroad,APPLICABLE,Repository content contains evidence relevant to this control: workspace/popeye/STATE.md; workspace/bluto/implementation/README.md; workspace/bluto/.github/workflows/wp002-ci.yml; workspace/bluto/docs/01-foundation-governance/adrs/ADR-0011-PROPOSED-DEPENDENCY-VULNERABILITY-SCANNING.md; workspace/bluto/implementation/decisions/TECHNOLOGY-SELECTION-SUMMARY.md,Engineering Management,HUMAN_REPOSITORY_EVIDENCE_REVIEW
2D,EMS-CTRL-042,IaC Security Scanning,REPO-003,hometown,APPLICABLE,No repository-content evidence was detected; absence of evidence is not sufficient to conclude NOT_APPLICABLE.,Engineering Management,HUMAN_REPOSITORY_EVIDENCE_REVIEW
2D,EMS-CTRL-042,IaC Security Scanning,REPO-004,nono,APPLICABLE,Repository content contains evidence relevant to this control: .planning/ROADMAP.md; scripts/verify-authenticode.ps1; .planning/phases/104-smoke-green-cut-the-trusted-signed-release/104-01-PLAN.md; .planning/phases/104-smoke-green-cut-the-trusted-signed-release/104-01-SUMMARY.md; .planning/phases/104-smoke-green-cut-the-trusted-signed-release/104-RESEARCH.md,Engineering Management,HUMAN_REPOSITORY_EVIDENCE_REVIEW
2D,EMS-CTRL-042,IaC Security Scanning,REPO-005,olive,APPLICABLE,No repository-content evidence was detected; absence of evidence is not sufficient to conclude NOT_APPLICABLE.,Engineering Management,HUMAN_REPOSITORY_EVIDENCE_REVIEW
2D,EMS-CTRL-042,IaC Security Scanning,REPO-006,popeye,APPLICABLE,Repository content contains evidence relevant to this control: STATE.md; specs/DATA_CLASS_ENFORCEMENT_IMPLEMENTATION_PROMPT_v0.1.md; specs/GATEWAY_INFRASTRUCTURE_PLAN_v0.1.md; specs/POPEYE_IMPLEMENTATION_REVIEW_REMEDIATION_PROMPT_v0.1.md; specs/POPEYE_IMPLEMENTATION_REVIEW_REMEDIATION_SPEC_v0.1.md,Engineering Management,HUMAN_REPOSITORY_EVIDENCE_REVIEW
2D,EMS-CTRL-042,IaC Security Scanning,REPO-EMS,ems,APPLICABLE,EMS repository is the authoritative target for EMS/organization controls and its own engineering controls.,Engineering Management,POLICY_EMS_TARGET
2D,EMS-CTRL-043,Least Privilege IAM,REPO-001,bluto,APPLICABLE,Repository content contains evidence relevant to this control: release-manifest.json; SHA256SUMS.txt; releases/BLUTO_ATE_AND_KEY_OWNERSHIP_v0.3.md; releases/BLUTO_IMPLEMENTATION_REVIEW_v0.1.md; 00-baseline/governance/REPOSITORY-GOVERNANCE-CHARTER.md,Engineering Management,HUMAN_REPOSITORY_EVIDENCE_REVIEW
2D,EMS-CTRL-043,Least Privilege IAM,REPO-002,fiskroad,APPLICABLE,Repository content contains evidence relevant to this control: .repos.yml; STATE.md; contracts/vocabulary.yaml; docs/ORIENTATION.md; specs/COMPONENT_GAP_ASSESSMENT_v0.1.md,Engineering Management,HUMAN_REPOSITORY_EVIDENCE_REVIEW
2D,EMS-CTRL-043,Least Privilege IAM,REPO-003,hometown,APPLICABLE,Repository content contains evidence relevant to this control: package.json; cube/README.md; scripts/verify-retrieval-policy.mjs; specs/ANSWER_TRACE_ENVELOPE_v0.1.md; specs/EKG_DESIGN_REQUIREMENTS_v0.1.md,Engineering Management,HUMAN_REPOSITORY_EVIDENCE_REVIEW
2D,EMS-CTRL-043,Least Privilege IAM,REPO-004,nono,APPLICABLE,Repository content contains evidence relevant to this control: AGENTS.md; Cargo.toml; CHANGELOG.md; CLAUDE.md; README.md,Engineering Management,HUMAN_REPOSITORY_EVIDENCE_REVIEW
2D,EMS-CTRL-043,Least Privilege IAM,REPO-005,olive,APPLICABLE,Repository content contains evidence relevant to this control: catalog/crm.case_note@1.yaml; specs/OLIVE_CHARTER_v0.4.md; contracts/examples/action-type.valid.json; contracts/schemas/proposal.schema.json; contracts/vendored/vocabulary.yaml,Engineering Management,HUMAN_REPOSITORY_EVIDENCE_REVIEW
2D,EMS-CTRL-043,Least Privilege IAM,REPO-006,popeye,APPLICABLE,Repository content contains evidence relevant to this control: STATE.md; config/litellm.azure.example.yaml; config/model-approval-registry.example.yaml; scripts/intune-baseurl-profile.ps1; scripts/provision-desktop-keys.ps1,Engineering Management,HUMAN_REPOSITORY_EVIDENCE_REVIEW
2D,EMS-CTRL-043,Least Privilege IAM,REPO-EMS,ems,APPLICABLE,EMS repository is the authoritative target for EMS/organization controls and its own engineering controls.,Engineering Management,POLICY_EMS_TARGET
2D,EMS-CTRL-044,Secrets Management,REPO-001,bluto,APPLICABLE,Repository content contains evidence relevant to this control: release-manifest.json; SHA256SUMS.txt; releases/BLUTO_ATE_AND_KEY_OWNERSHIP_v0.3.md; releases/BLUTO_IMPLEMENTATION_REVIEW_v0.1.md; .github/workflows/wp002-ci.yml,Engineering Management,HUMAN_REPOSITORY_EVIDENCE_REVIEW
2D,EMS-CTRL-044,Secrets Management,REPO-002,fiskroad,APPLICABLE,Repository content contains evidence relevant to this control: README.md; STATE.md; docs/AGENT_COORDINATION.md; docs/COMMERCIAL_COMPONENTS_TIMING_v0.1.md; specs/COMMERCIAL_COMPONENTS_TIMING_v0.1.md,Engineering Management,HUMAN_REPOSITORY_EVIDENCE_REVIEW
2D,EMS-CTRL-044,Secrets Management,REPO-003,hometown,APPLICABLE,Repository content contains evidence relevant to this control: cube/docker-compose.intrepid-sandbox.yml; cube/docker-compose.intrepid-smoke.yml; cube/docker-compose.yml; cube/README.md; specs/ANSWER_TRACE_ENVELOPE_v0.1.md,Engineering Management,HUMAN_REPOSITORY_EVIDENCE_REVIEW
2D,EMS-CTRL-044,Secrets Management,REPO-004,nono,APPLICABLE,Repository content contains evidence relevant to this control: AGENTS.md; Cargo.toml; CHANGELOG.md; CLAUDE.md; Cross.toml,Engineering Management,HUMAN_REPOSITORY_EVIDENCE_REVIEW
2D,EMS-CTRL-044,Secrets Management,REPO-005,olive,APPLICABLE,Repository content contains evidence relevant to this control: AGENTS.md; docs/STATUS.md; specs/OLIVE_CHARTER_v0.4.md; src/Olive/Domain.cs,Engineering Management,HUMAN_REPOSITORY_EVIDENCE_REVIEW
2D,EMS-CTRL-044,Secrets Management,REPO-006,popeye,APPLICABLE,Repository content contains evidence relevant to this control: README.md; STATE.md; config/litellm.azure.example.yaml; config/model-approval-registry.example.yaml; scripts/provision-desktop-keys.ps1,Engineering Management,HUMAN_REPOSITORY_EVIDENCE_REVIEW
2D,EMS-CTRL-044,Secrets Management,REPO-EMS,ems,APPLICABLE,EMS repository is the authoritative target for EMS/organization controls and its own engineering controls.,Engineering Management,POLICY_EMS_TARGET
2D,EMS-CTRL-045,Cloud Resource Tagging,REPO-001,bluto,APPLICABLE,Repository content contains evidence relevant to this control: releases/BLUTO_IMPLEMENTATION_REVIEW_v0.1.md; docs/04-contracts/EVENT-CONTRACTS.md; docs/06-engineering-standards/LOGGING-OBSERVABILITY.md; docs/06-engineering-standards/REPOSITORY-STANDARDS.md; docs/04-contracts/schemas/bluto-v1.openapi.yaml,Engineering Management,HUMAN_REPOSITORY_EVIDENCE_REVIEW
2D,EMS-CTRL-045,Cloud Resource Tagging,REPO-002,fiskroad,APPLICABLE,Repository content contains evidence relevant to this control: contracts/vocabulary.yaml; docs/AGENT_COORDINATION.md; specs/ECOSYSTEM_PORTFOLIO_AND_GAP_ANALYSIS_v0.1.md; specs/FISKROAD_ARCHITECTURE_EVALUATION_v0.1.md; specs/GLOSSARY.md,Engineering Management,HUMAN_REPOSITORY_EVIDENCE_REVIEW
2D,EMS-CTRL-045,Cloud Resource Tagging,REPO-003,hometown,APPLICABLE,Repository content contains evidence relevant to this control: specs/ANSWER_TRACE_ENVELOPE_v0.1.md; specs/EVAL_HARNESS_MINIMAL_v0.1.md; specs/HOMETOWN_CORRECTIONS_ATE_v0.3.md; specs/HOMETOWN_IMPLEMENTATION_REVIEW_v0.1.md; specs/IMPLEMENTATION_ROADMAP_NEW_REQUIREMENTS_20260801.md,Engineering Management,HUMAN_REPOSITORY_EVIDENCE_REVIEW
2D,EMS-CTRL-045,Cloud Resource Tagging,REPO-004,nono,APPLICABLE,Repository content contains evidence relevant to this control: CHANGELOG.md; CLAUDE.md; .claude/settings.local.json; .gsd/CODEBASE.md; .gsd/DECISIONS.md,Engineering Management,HUMAN_REPOSITORY_EVIDENCE_REVIEW
2D,EMS-CTRL-045,Cloud Resource Tagging,REPO-005,olive,APPLICABLE,Repository content contains evidence relevant to this control: contracts/vendored/vocabulary.yaml,Engineering Management,HUMAN_REPOSITORY_EVIDENCE_REVIEW
2D,EMS-CTRL-045,Cloud Resource Tagging,REPO-006,popeye,APPLICABLE,Repository content contains evidence relevant to this control: scripts/Get-ModelAllowlist.ps1; specs/AI_USAGE_GOVERNANCE_ROADMAP_v0.2.md; specs/DATA_CLASS_ENFORCEMENT_v0.1.md; specs/GATEWAY_INFRASTRUCTURE_PLAN_v0.1.md; specs/POPEYE_IMPLEMENTATION_REVIEW_v0.1.md,Engineering Management,HUMAN_REPOSITORY_EVIDENCE_REVIEW
2D,EMS-CTRL-045,Cloud Resource Tagging,REPO-EMS,ems,APPLICABLE,EMS repository is the authoritative target for EMS/organization controls and its own engineering controls.,Engineering Management,POLICY_EMS_TARGET
2D,EMS-CTRL-046,Backup Verification,REPO-001,bluto,NOT_APPLICABLE,Service/production control is not applicable because repository is classified non-production.,Engineering Management,POLICY_NON_PRODUCTION
2D,EMS-CTRL-046,Backup Verification,REPO-002,fiskroad,NOT_APPLICABLE,Service/production control is not applicable because repository is classified non-production.,Engineering Management,POLICY_NON_PRODUCTION
2D,EMS-CTRL-046,Backup Verification,REPO-003,hometown,APPLICABLE,Service/production control applies because repository is classified as production.,Engineering Management,POLICY_PRODUCTION
2D,EMS-CTRL-046,Backup Verification,REPO-004,nono,NOT_APPLICABLE,Service/production control is not applicable because repository is classified non-production.,Engineering Management,POLICY_NON_PRODUCTION
2D,EMS-CTRL-046,Backup Verification,REPO-005,olive,APPLICABLE,Service/production control applies because repository is classified as production.,Engineering Management,POLICY_PRODUCTION
2D,EMS-CTRL-046,Backup Verification,REPO-006,popeye,APPLICABLE,Service/production control applies because repository is classified as production.,Engineering Management,POLICY_PRODUCTION
2D,EMS-CTRL-046,Backup Verification,REPO-EMS,ems,APPLICABLE,EMS repository is the authoritative target for EMS/organization controls and its own engineering controls.,Engineering Management,POLICY_EMS_TARGET
2D,EMS-CTRL-047,Restore Validation,REPO-001,bluto,NOT_APPLICABLE,Service/production control is not applicable because repository is classified non-production.,Engineering Management,POLICY_NON_PRODUCTION
2D,EMS-CTRL-047,Restore Validation,REPO-002,fiskroad,NOT_APPLICABLE,Service/production control is not applicable because repository is classified non-production.,Engineering Management,POLICY_NON_PRODUCTION
2D,EMS-CTRL-047,Restore Validation,REPO-003,hometown,APPLICABLE,Service/production control applies because repository is classified as production.,Engineering Management,POLICY_PRODUCTION
2D,EMS-CTRL-047,Restore Validation,REPO-004,nono,NOT_APPLICABLE,Service/production control is not applicable because repository is classified non-production.,Engineering Management,POLICY_NON_PRODUCTION
2D,EMS-CTRL-047,Restore Validation,REPO-005,olive,APPLICABLE,Service/production control applies because repository is classified as production.,Engineering Management,POLICY_PRODUCTION
2D,EMS-CTRL-047,Restore Validation,REPO-006,popeye,APPLICABLE,Service/production control applies because repository is classified as production.,Engineering Management,POLICY_PRODUCTION
2D,EMS-CTRL-047,Restore Validation,REPO-EMS,ems,APPLICABLE,EMS repository is the authoritative target for EMS/organization controls and its own engineering controls.,Engineering Management,POLICY_EMS_TARGET
2D,EMS-CTRL-048,Environment Separation,REPO-001,bluto,APPLICABLE,Repository content contains evidence relevant to this control: release-manifest.json; SHA256SUMS.txt; implementation/README.md; releases/BLUTO_ATE_AND_KEY_OWNERSHIP_v0.3.md; releases/BLUTO_IMPLEMENTATION_REVIEW_v0.1.md,Engineering Management,HUMAN_REPOSITORY_EVIDENCE_REVIEW
2D,EMS-CTRL-048,Environment Separation,REPO-002,fiskroad,APPLICABLE,Repository content contains evidence relevant to this control: README.md; STATE.md; docs/AGENT_COORDINATION.md; docs/COMMERCIAL_COMPONENTS_TIMING_v0.1.md; docs/ORIENTATION.md,Engineering Management,HUMAN_REPOSITORY_EVIDENCE_REVIEW
2D,EMS-CTRL-048,Environment Separation,REPO-003,hometown,APPLICABLE,Repository content contains evidence relevant to this control: package-lock.json; package.json; cube/docker-compose.intrepid-sandbox.yml; cube/docker-compose.intrepid-smoke.yml; cube/docker-compose.yml,Engineering Management,HUMAN_REPOSITORY_EVIDENCE_REVIEW
2D,EMS-CTRL-048,Environment Separation,REPO-004,nono,APPLICABLE,Repository content contains evidence relevant to this control: AGENTS.md; Cargo.toml; CHANGELOG.md; CLAUDE.md; cliff.toml,Engineering Management,HUMAN_REPOSITORY_EVIDENCE_REVIEW
2D,EMS-CTRL-048,Environment Separation,REPO-005,olive,APPLICABLE,Repository content contains evidence relevant to this control: specs/OLIVE_CHARTER_v0.4.md; src/Olive/Domain.cs; tests/Olive.Tests/RequirementsTests.cs,Engineering Management,HUMAN_REPOSITORY_EVIDENCE_REVIEW
2D,EMS-CTRL-048,Environment Separation,REPO-006,popeye,APPLICABLE,Repository content contains evidence relevant to this control: README.md; STATE.md; config/litellm.azure.example.yaml; config/model-approval-registry.example.yaml; scripts/intune-baseurl-profile.ps1,Engineering Management,HUMAN_REPOSITORY_EVIDENCE_REVIEW
2D,EMS-CTRL-048,Environment Separation,REPO-EMS,ems,APPLICABLE,EMS repository is the authoritative target for EMS/organization controls and its own engineering controls.,Engineering Management,POLICY_EMS_TARGET
2D,EMS-CTRL-049,Approved AI Platforms,REPO-001,bluto,APPLICABLE,AI control applies because repository classification indicates ai_enabled=true.,Engineering Management,POLICY_AI_ENABLED
2D,EMS-CTRL-049,Approved AI Platforms,REPO-002,fiskroad,APPLICABLE,AI control applies because repository classification indicates ai_enabled=true.,Engineering Management,POLICY_AI_ENABLED
2D,EMS-CTRL-049,Approved AI Platforms,REPO-003,hometown,APPLICABLE,AI control applies because repository metadata indicates AI/agent usage.,Engineering Management,POLICY_AI_METADATA
2D,EMS-CTRL-049,Approved AI Platforms,REPO-004,nono,APPLICABLE,AI control applies because repository classification indicates ai_enabled=true.,Engineering Management,POLICY_AI_ENABLED
2D,EMS-CTRL-049,Approved AI Platforms,REPO-005,olive,APPLICABLE,AI control applies because repository metadata indicates AI/agent usage.,Engineering Management,POLICY_AI_METADATA
2D,EMS-CTRL-049,Approved AI Platforms,REPO-006,popeye,APPLICABLE,AI control applies because repository metadata indicates AI/agent usage.,Engineering Management,POLICY_AI_METADATA
2D,EMS-CTRL-049,Approved AI Platforms,REPO-EMS,ems,APPLICABLE,EMS repository is the authoritative target for EMS/organization controls and its own engineering controls.,Engineering Management,POLICY_EMS_TARGET
2D,EMS-CTRL-050,Prompt Data Classification,REPO-001,bluto,APPLICABLE,AI control applies because repository classification indicates ai_enabled=true.,Engineering Management,POLICY_AI_ENABLED
2D,EMS-CTRL-050,Prompt Data Classification,REPO-002,fiskroad,APPLICABLE,AI control applies because repository classification indicates ai_enabled=true.,Engineering Management,POLICY_AI_ENABLED
2D,EMS-CTRL-050,Prompt Data Classification,REPO-003,hometown,APPLICABLE,AI control applies because repository metadata indicates AI/agent usage.,Engineering Management,POLICY_AI_METADATA
2D,EMS-CTRL-050,Prompt Data Classification,REPO-004,nono,APPLICABLE,AI control applies because repository classification indicates ai_enabled=true.,Engineering Management,POLICY_AI_ENABLED
2D,EMS-CTRL-050,Prompt Data Classification,REPO-005,olive,APPLICABLE,AI control applies because repository metadata indicates AI/agent usage.,Engineering Management,POLICY_AI_METADATA
2D,EMS-CTRL-050,Prompt Data Classification,REPO-006,popeye,APPLICABLE,AI control applies because repository metadata indicates AI/agent usage.,Engineering Management,POLICY_AI_METADATA
2D,EMS-CTRL-050,Prompt Data Classification,REPO-EMS,ems,APPLICABLE,EMS repository is the authoritative target for EMS/organization controls and its own engineering controls.,Engineering Management,POLICY_EMS_TARGET
2D,EMS-CTRL-051,Human Review of AI Code,REPO-001,bluto,APPLICABLE,AI control applies because repository classification indicates ai_enabled=true.,Engineering Management,POLICY_AI_ENABLED
2D,EMS-CTRL-051,Human Review of AI Code,REPO-002,fiskroad,APPLICABLE,AI control applies because repository classification indicates ai_enabled=true.,Engineering Management,POLICY_AI_ENABLED
2D,EMS-CTRL-051,Human Review of AI Code,REPO-003,hometown,APPLICABLE,AI control applies because repository metadata indicates AI/agent usage.,Engineering Management,POLICY_AI_METADATA
2D,EMS-CTRL-051,Human Review of AI Code,REPO-004,nono,APPLICABLE,AI control applies because repository classification indicates ai_enabled=true.,Engineering Management,POLICY_AI_ENABLED
2D,EMS-CTRL-051,Human Review of AI Code,REPO-005,olive,APPLICABLE,AI control applies because repository metadata indicates AI/agent usage.,Engineering Management,POLICY_AI_METADATA
2D,EMS-CTRL-051,Human Review of AI Code,REPO-006,popeye,APPLICABLE,AI control applies because repository metadata indicates AI/agent usage.,Engineering Management,POLICY_AI_METADATA
2D,EMS-CTRL-051,Human Review of AI Code,REPO-EMS,ems,APPLICABLE,EMS repository is the authoritative target for EMS/organization controls and its own engineering controls.,Engineering Management,POLICY_EMS_TARGET
2D,EMS-CTRL-052,AI Attribution,REPO-001,bluto,APPLICABLE,AI control applies because repository classification indicates ai_enabled=true.,Engineering Management,POLICY_AI_ENABLED
2D,EMS-CTRL-052,AI Attribution,REPO-002,fiskroad,APPLICABLE,AI control applies because repository classification indicates ai_enabled=true.,Engineering Management,POLICY_AI_ENABLED
2D,EMS-CTRL-052,AI Attribution,REPO-003,hometown,APPLICABLE,AI control applies because repository metadata indicates AI/agent usage.,Engineering Management,POLICY_AI_METADATA
2D,EMS-CTRL-052,AI Attribution,REPO-004,nono,APPLICABLE,AI control applies because repository classification indicates ai_enabled=true.,Engineering Management,POLICY_AI_ENABLED
2D,EMS-CTRL-052,AI Attribution,REPO-005,olive,APPLICABLE,AI control applies because repository metadata indicates AI/agent usage.,Engineering Management,POLICY_AI_METADATA
2D,EMS-CTRL-052,AI Attribution,REPO-006,popeye,APPLICABLE,AI control applies because repository metadata indicates AI/agent usage.,Engineering Management,POLICY_AI_METADATA
2D,EMS-CTRL-052,AI Attribution,REPO-EMS,ems,APPLICABLE,EMS repository is the authoritative target for EMS/organization controls and its own engineering controls.,Engineering Management,POLICY_EMS_TARGET
2D,EMS-CTRL-053,AI Security Review,REPO-001,bluto,APPLICABLE,AI control applies because repository classification indicates ai_enabled=true.,Engineering Management,POLICY_AI_ENABLED
2D,EMS-CTRL-053,AI Security Review,REPO-002,fiskroad,APPLICABLE,AI control applies because repository classification indicates ai_enabled=true.,Engineering Management,POLICY_AI_ENABLED
2D,EMS-CTRL-053,AI Security Review,REPO-003,hometown,APPLICABLE,AI control applies because repository metadata indicates AI/agent usage.,Engineering Management,POLICY_AI_METADATA
2D,EMS-CTRL-053,AI Security Review,REPO-004,nono,APPLICABLE,AI control applies because repository classification indicates ai_enabled=true.,Engineering Management,POLICY_AI_ENABLED
2D,EMS-CTRL-053,AI Security Review,REPO-005,olive,APPLICABLE,AI control applies because repository metadata indicates AI/agent usage.,Engineering Management,POLICY_AI_METADATA
2D,EMS-CTRL-053,AI Security Review,REPO-006,popeye,APPLICABLE,AI control applies because repository metadata indicates AI/agent usage.,Engineering Management,POLICY_AI_METADATA
2D,EMS-CTRL-053,AI Security Review,REPO-EMS,ems,APPLICABLE,EMS repository is the authoritative target for EMS/organization controls and its own engineering controls.,Engineering Management,POLICY_EMS_TARGET
2D,EMS-CTRL-054,AI Model Risk Review,REPO-001,bluto,APPLICABLE,AI control applies because repository classification indicates ai_enabled=true.,Engineering Management,POLICY_AI_ENABLED
2D,EMS-CTRL-054,AI Model Risk Review,REPO-002,fiskroad,APPLICABLE,AI control applies because repository classification indicates ai_enabled=true.,Engineering Management,POLICY_AI_ENABLED
2D,EMS-CTRL-054,AI Model Risk Review,REPO-003,hometown,APPLICABLE,AI control applies because repository metadata indicates AI/agent usage.,Engineering Management,POLICY_AI_METADATA
2D,EMS-CTRL-054,AI Model Risk Review,REPO-004,nono,APPLICABLE,AI control applies because repository classification indicates ai_enabled=true.,Engineering Management,POLICY_AI_ENABLED
2D,EMS-CTRL-054,AI Model Risk Review,REPO-005,olive,APPLICABLE,AI control applies because repository metadata indicates AI/agent usage.,Engineering Management,POLICY_AI_METADATA
2D,EMS-CTRL-054,AI Model Risk Review,REPO-006,popeye,APPLICABLE,AI control applies because repository metadata indicates AI/agent usage.,Engineering Management,POLICY_AI_METADATA
2D,EMS-CTRL-054,AI Model Risk Review,REPO-EMS,ems,APPLICABLE,EMS repository is the authoritative target for EMS/organization controls and its own engineering controls.,Engineering Management,POLICY_EMS_TARGET
2D,EMS-CTRL-055,Policy Before Execution,REPO-001,bluto,APPLICABLE,AI control applies because repository classification indicates ai_enabled=true.,Engineering Management,POLICY_AI_ENABLED
2D,EMS-CTRL-055,Policy Before Execution,REPO-002,fiskroad,APPLICABLE,AI control applies because repository classification indicates ai_enabled=true.,Engineering Management,POLICY_AI_ENABLED
2D,EMS-CTRL-055,Policy Before Execution,REPO-003,hometown,APPLICABLE,AI control applies because repository metadata indicates AI/agent usage.,Engineering Management,POLICY_AI_METADATA
2D,EMS-CTRL-055,Policy Before Execution,REPO-004,nono,APPLICABLE,AI control applies because repository classification indicates ai_enabled=true.,Engineering Management,POLICY_AI_ENABLED
2D,EMS-CTRL-055,Policy Before Execution,REPO-005,olive,APPLICABLE,AI control applies because repository metadata indicates AI/agent usage.,Engineering Management,POLICY_AI_METADATA
2D,EMS-CTRL-055,Policy Before Execution,REPO-006,popeye,APPLICABLE,AI control applies because repository metadata indicates AI/agent usage.,Engineering Management,POLICY_AI_METADATA
2D,EMS-CTRL-055,Policy Before Execution,REPO-EMS,ems,APPLICABLE,EMS repository is the authoritative target for EMS/organization controls and its own engineering controls.,Engineering Management,POLICY_EMS_TARGET
2D,EMS-CTRL-056,Agent Identity Verification,REPO-001,bluto,APPLICABLE,AI control applies because repository classification indicates ai_enabled=true.,Engineering Management,POLICY_AI_ENABLED
2D,EMS-CTRL-056,Agent Identity Verification,REPO-002,fiskroad,APPLICABLE,AI control applies because repository classification indicates ai_enabled=true.,Engineering Management,POLICY_AI_ENABLED
2D,EMS-CTRL-056,Agent Identity Verification,REPO-003,hometown,APPLICABLE,AI control applies because repository metadata indicates AI/agent usage.,Engineering Management,POLICY_AI_METADATA
2D,EMS-CTRL-056,Agent Identity Verification,REPO-004,nono,APPLICABLE,AI control applies because repository classification indicates ai_enabled=true.,Engineering Management,POLICY_AI_ENABLED
2D,EMS-CTRL-056,Agent Identity Verification,REPO-005,olive,APPLICABLE,AI control applies because repository metadata indicates AI/agent usage.,Engineering Management,POLICY_AI_METADATA
2D,EMS-CTRL-056,Agent Identity Verification,REPO-006,popeye,APPLICABLE,AI control applies because repository metadata indicates AI/agent usage.,Engineering Management,POLICY_AI_METADATA
2D,EMS-CTRL-056,Agent Identity Verification,REPO-EMS,ems,APPLICABLE,EMS repository is the authoritative target for EMS/organization controls and its own engineering controls.,Engineering Management,POLICY_EMS_TARGET
2D,EMS-CTRL-057,Audit Envelope Generation,REPO-001,bluto,APPLICABLE,AI control applies because repository classification indicates ai_enabled=true.,Engineering Management,POLICY_AI_ENABLED
2D,EMS-CTRL-057,Audit Envelope Generation,REPO-002,fiskroad,APPLICABLE,AI control applies because repository classification indicates ai_enabled=true.,Engineering Management,POLICY_AI_ENABLED
2D,EMS-CTRL-057,Audit Envelope Generation,REPO-003,hometown,APPLICABLE,AI control applies because repository metadata indicates AI/agent usage.,Engineering Management,POLICY_AI_METADATA
2D,EMS-CTRL-057,Audit Envelope Generation,REPO-004,nono,APPLICABLE,AI control applies because repository classification indicates ai_enabled=true.,Engineering Management,POLICY_AI_ENABLED
2D,EMS-CTRL-057,Audit Envelope Generation,REPO-005,olive,APPLICABLE,AI control applies because repository metadata indicates AI/agent usage.,Engineering Management,POLICY_AI_METADATA
2D,EMS-CTRL-057,Audit Envelope Generation,REPO-006,popeye,APPLICABLE,AI control applies because repository metadata indicates AI/agent usage.,Engineering Management,POLICY_AI_METADATA
2D,EMS-CTRL-057,Audit Envelope Generation,REPO-EMS,ems,APPLICABLE,EMS repository is the authoritative target for EMS/organization controls and its own engineering controls.,Engineering Management,POLICY_EMS_TARGET
2D,EMS-CTRL-058,Fail-Closed Authorization,REPO-001,bluto,APPLICABLE,AI control applies because repository classification indicates ai_enabled=true.,Engineering Management,POLICY_AI_ENABLED
2D,EMS-CTRL-058,Fail-Closed Authorization,REPO-002,fiskroad,APPLICABLE,AI control applies because repository classification indicates ai_enabled=true.,Engineering Management,POLICY_AI_ENABLED
2D,EMS-CTRL-058,Fail-Closed Authorization,REPO-003,hometown,APPLICABLE,AI control applies because repository metadata indicates AI/agent usage.,Engineering Management,POLICY_AI_METADATA
2D,EMS-CTRL-058,Fail-Closed Authorization,REPO-004,nono,APPLICABLE,AI control applies because repository classification indicates ai_enabled=true.,Engineering Management,POLICY_AI_ENABLED
2D,EMS-CTRL-058,Fail-Closed Authorization,REPO-005,olive,APPLICABLE,AI control applies because repository metadata indicates AI/agent usage.,Engineering Management,POLICY_AI_METADATA
2D,EMS-CTRL-058,Fail-Closed Authorization,REPO-006,popeye,APPLICABLE,AI control applies because repository metadata indicates AI/agent usage.,Engineering Management,POLICY_AI_METADATA
2D,EMS-CTRL-058,Fail-Closed Authorization,REPO-EMS,ems,APPLICABLE,EMS repository is the authoritative target for EMS/organization controls and its own engineering controls.,Engineering Management,POLICY_EMS_TARGET
2D,EMS-CTRL-059,Execution Isolation Validation,REPO-001,bluto,APPLICABLE,AI control applies because repository classification indicates ai_enabled=true.,Engineering Management,POLICY_AI_ENABLED
2D,EMS-CTRL-059,Execution Isolation Validation,REPO-002,fiskroad,APPLICABLE,AI control applies because repository classification indicates ai_enabled=true.,Engineering Management,POLICY_AI_ENABLED
2D,EMS-CTRL-059,Execution Isolation Validation,REPO-003,hometown,APPLICABLE,AI control applies because repository metadata indicates AI/agent usage.,Engineering Management,POLICY_AI_METADATA
2D,EMS-CTRL-059,Execution Isolation Validation,REPO-004,nono,APPLICABLE,AI control applies because repository classification indicates ai_enabled=true.,Engineering Management,POLICY_AI_ENABLED
2D,EMS-CTRL-059,Execution Isolation Validation,REPO-005,olive,APPLICABLE,AI control applies because repository metadata indicates AI/agent usage.,Engineering Management,POLICY_AI_METADATA
2D,EMS-CTRL-059,Execution Isolation Validation,REPO-006,popeye,APPLICABLE,AI control applies because repository metadata indicates AI/agent usage.,Engineering Management,POLICY_AI_METADATA
2D,EMS-CTRL-059,Execution Isolation Validation,REPO-EMS,ems,APPLICABLE,EMS repository is the authoritative target for EMS/organization controls and its own engineering controls.,Engineering Management,POLICY_EMS_TARGET
2D,EMS-CTRL-060,Zero Trust Integration Testing,REPO-001,bluto,APPLICABLE,AI control applies because repository classification indicates ai_enabled=true.,Engineering Management,POLICY_AI_ENABLED
2D,EMS-CTRL-060,Zero Trust Integration Testing,REPO-002,fiskroad,APPLICABLE,AI control applies because repository classification indicates ai_enabled=true.,Engineering Management,POLICY_AI_ENABLED
